timestamp,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4
5.6563,6.23,-5.16,-17.45,-22.15,-17.80,-15.02,-1.66,5.37,16.26,15.54,9.88,-2.74,-10.70,-24.99
5.6641,-9.15,-18.36,-26.35,-20.87,-10.96,-7.54,3.93,11.19,17.55,14.27,8.30,-7.27,-19.97,-27.10
5.6719,-22.08,-23.48,-22.38,-11.08,0.56,9.34,12.60,19.56,21.24,13.22,1.23,-13.33,-27.27,-26.88
5.6797,-14.57,-11.64,-5.42,8.52,11.42,12.50,18.02,14.35,14.15,-2.23,-19.63,-29.20,-30.83,-30.92
5.6875,0.82,6.11,14.65,16.67,9.67,13.14,16.09,8.80,-2.45,-18.84,-27.92,-39.23,-37.25,-28.40
5.6953,8.15,11.91,16.63,22.05,11.46,7.51,2.18,-6.72,-21.55,-27.34,-37.17,-37.95,-26.21,-17.17
5.7031,8.44,15.17,12.70,12.00,-0.01,-3.48,-8.43,-15.01,-26.47,-30.66,-29.83,-20.44,-9.61,6.48
5.7109,6.81,7.11,5.46,5.52,-4.84,-4.75,-8.51,-10.92,-21.17,-26.83,-32.58,-6.39,-0.87,15.32
5.7188,10.39,8.63,8.53,11.96,-2.08,-7.52,-9.91,-14.40,-17.26,-18.79,-12.57,-0.68,11.46,15.34
5.7266,15.34,11.34,13.04,5.26,-3.79,-2.00,-10.07,-12.64,-13.51,-8.84,-0.19,6.30,10.79,14.32
5.7344,24.79,12.59,8.94,-1.81,-7.17,-11.69,-13.12,-9.19,-14.24,-11.14,-0.66,1.92,4.00,7.79
5.7422,13.58,4.70,-6.77,-17.13,-14.08,-13.36,-15.97,-10.83,-9.06,-5.65,4.13,4.68,4.08,1.73
5.7500,-3.12,-17.74,-29.85,-30.58,-14.47,-11.38,-14.40,-10.50,1.25,2.05,4.62,4.80,7.10,-2.46
5.7578,-22.11,-33.53,-33.84,-25.95,-14.64,-8.28,-4.40,-4.33,9.87,11.19,6.06,7.03,3.07,-8.51
5.7656,-30.40,-32.70,-26.61,-15.33,-5.89,4.29,6.82,6.04,10.99,11.14,5.91,-3.03,-13.22,-13.67
5.7734,-21.31,-22.95,-12.06,0.41,10.05,8.46,10.09,4.89,5.19,-3.81,-9.74,-13.36,-21.16,-25.29
5.7813,-16.47,-5.92,4.92,11.17,11.99,3.65,2.76,-5.58,-12.21,-14.46,-23.03,-23.66,-19.84,-20.41
5.7891,-7.55,-2.87,3.89,12.24,1.51,-2.52,-7.16,-14.93,-17.18,-24.43,-27.61,-40.23,-16.95,-5.66
5.7969,-7.47,-1.65,9.05,8.38,1.37,-8.25,-16.17,-22.35,-25.45,-24.33,-23.31,-10.42,-2.48,5.18
5.8047,-9.52,0.18,8.35,11.42,-4.41,-12.23,-14.65,-17.94,-23.24,-16.74,-13.98,0.65,6.77,13.24
5.8125,6.70,10.97,15.97,8.94,0.37,-11.92,-14.18,-18.22,-23.94,-13.08,-5.69,10.89,11.14,14.92
5.8203,21.37,24.41,18.39,13.19,-7.52,-12.08,-20.19,-14.17,-19.19,-10.18,-1.25,14.17,5.63,16.74
5.8281,29.52,24.70,15.79,-5.62,-14.58,-18.52,-21.42,-16.72,-19.25,-5.45,9.25,16.81,14.82,10.89
5.8359,21.77,8.82,-7.25,-22.44,-23.09,-31.28,-28.08,-16.66,-11.84,8.03,12.49,17.93,15.22,11.04
5.8438,0.85,-8.24,-24.96,-40.25,-26.12,-28.49,-23.71,-6.97,5.46,20.64,26.06,26.76,20.08,12.49
5.8516,-17.66,-26.67,-32.74,-41.28,-21.91,-20.90,-3.17,2.03,21.34,27.89,28.86,21.14,12.93,-2.42
5.8594,-18.15,-24.59,-29.02,-25.31,-10.84,-1.54,1.64,11.19,27.41,31.83,25.01,5.26,-2.22,-16.76
5.8672,-16.44,-17.05,-21.67,-14.61,-4.58,6.19,10.15,16.32,24.62,18.64,3.90,-5.35,-21.90,-21.70
5.8750,-12.19,-12.54,-9.17,-7.71,-1.13,6.42,5.36,14.57,4.38,0.10,-8.98,-21.28,-20.34,-19.76
5.8828,-21.11,-18.44,-16.50,-5.30,-5.80,3.47,5.59,9.77,3.95,-4.46,-12.97,-16.41,-21.62,-8.89
5.8906,-22.50,-19.31,-8.85,-4.81,2.55,0.24,2.35,3.85,1.95,-7.87,-9.98,-17.21,-5.61,0.11
5.8984,-16.30,-9.36,-0.91,5.37,1.95,11.39,5.00,8.02,-5.65,-12.35,-7.60,-12.42,-0.68,15.26
5.9063,-5.51,1.83,12.55,11.84,7.49,7.89,9.61,1.75,-11.60,-8.61,-14.37,-7.76,1.89,20.19
5.9141,15.00,15.23,18.68,16.57,3.53,6.62,-0.63,-4.13,-11.57,-18.00,-11.26,2.25,13.41,21.99
5.9219,19.91,13.73,12.02,2.59,-1.65,-6.93,-8.65,-9.51,-15.20,-9.20,0.82,10.23,22.77,28.93
5.9297,13.69,7.04,-7.24,-10.26,-8.52,-9.48,-11.98,-6.78,-12.26,-0.84,10.83,19.72,25.39,32.13
5.9375,-3.61,-15.18,-16.97,-25.26,-15.42,-5.95,-1.98,1.54,2.03,18.50,21.12,29.69,28.29,32.25
5.9453,-14.19,-22.48,-24.89,-23.70,-9.07,-0.89,8.13,11.49,22.47,22.55,28.81,32.24,23.61,18.50
5.9531,-12.07,-16.23,-20.42,-7.50,2.42,11.93,12.89,12.48,25.72,24.42,23.74,17.02,12.48,1.52
5.9609,-9.44,-15.91,-6.83,-1.25,8.80,10.92,15.29,19.03,18.59,17.22,10.22,2.52,1.20,-13.59
5.9688,-19.97,-13.89,-7.24,-2.06,9.47,11.03,12.73,9.30,12.34,7.02,5.16,-0.62,-9.80,-6.88
5.9766,-23.23,-17.81,-11.41,-3.17,12.62,7.84,14.53,5.15,6.00,0.49,-0.97,-6.36,-3.07,-4.47
5.9844,-31.06,-15.48,-3.38,10.33,15.50,14.49,16.08,5.76,5.96,-1.78,-0.11,-0.39,-1.08,-2.31
5.9922,-23.60,-0.12,11.31,24.00,22.20,16.27,17.33,5.71,-1.08,-14.99,-1.43,-3.95,-0.96,2.87
6.0000,-3.08,20.57,34.25,38.03,25.47,19.47,9.44,4.50,-4.56,-5.69,-9.20,-1.59,2.96,7.33
6.0078,21.25,29.64,39.72,33.65,16.75,5.29,0.19,-6.02,-15.21,-10.86,-4.39,-3.52,0.34,10.21
6.0156,30.65,35.72,29.51,17.90,4.01,-3.90,-9.47,-16.45,-14.39,-9.23,-0.98,9.60,13.81,17.50
6.0234,20.85,23.39,11.97,6.24,-4.63,-15.38,-16.86,-12.24,-7.61,5.51,16.50,22.78,29.05,25.21
6.0313,17.22,9.95,5.99,-9.53,-7.47,-8.09,-6.82,-1.45,4.10,17.88,44.88,31.24,28.47,17.65
6.0391,13.98,6.39,-4.04,-6.70,-4.02,-8.60,-3.60,11.42,15.53,28.06,32.69,28.91,23.17,4.65
6.0469,14.08,18.17,-0.96,-7.81,0.27,-3.61,3.47,11.71,21.73,34.09,25.44,16.47,1.02,-11.98
6.0547,11.95,9.23,-2.18,-3.10,-0.52,2.52,11.11,16.00,25.12,28.62,14.17,8.28,-17.22,-23.61
6.0625,3.00,-4.65,-9.72,-16.24,-4.22,3.70,7.55,17.41,23.49,19.80,7.98,-1.63,-19.87,-27.41
6.0703,-11.34,-20.12,-14.79,-29.43,-3.40,5.50,14.26,13.80,27.51,13.90,2.98,-9.92,-18.21,-19.48
6.0781,-21.51,-21.18,-14.77,-5.02,9.08,16.60,23.23,20.90,25.13,9.41,-5.70,-17.99,-17.61,-18.37
6.0859,-11.77,-7.78,7.98,18.41,13.91,19.64,24.41,22.79,13.17,-0.39,-15.32,-25.43,-21.27,-16.92
6.0938,4.23,12.10,21.77,30.80,24.36,23.73,23.16,9.91,1.32,-10.04,-25.72,-30.17,-21.33,-16.08
6.1016,22.80,24.60,28.88,28.35,28.31,14.69,5.98,2.11,-17.18,-22.21,-29.47,-26.78,-17.19,-7.49
6.1094,19.68,28.37,25.46,14.42,9.06,2.86,0.35,-11.03,-20.81,-26.14,-22.04,-15.35,-3.04,12.86
6.1172,17.33,17.28,13.39,1.64,4.57,-1.84,-8.52,-7.56,-17.69,-17.31,-9.86,-2.05,13.47,18.03
6.1250,11.36,13.34,8.10,-0.93,0.37,-0.99,-5.33,-4.69,-8.88,-1.88,3.19,13.81,21.11,17.44
6.1328,19.31,14.91,5.80,0.00,0.17,1.08,2.81,0.09,-1.36,3.32,6.67,15.39,15.95,10.98
6.1406,18.29,9.58,5.83,-0.40,-1.02,1.44,-1.70,-3.05,1.69,3.23,-2.17,10.25,4.42,-0.99
6.1484,13.67,5.49,-2.69,-5.69,-2.69,-0.50,-1.74,-2.74,4.01,2.09,4.04,3.93,-1.35,-23.32
6.1563,2.48,-14.64,-19.32,-16.00,-7.77,-2.61,0.71,0.05,2.41,5.73,1.04,0.44,-5.62,-10.57
6.1641,-18.15,-20.68,-21.62,-12.13,-2.21,3.61,6.15,4.27,12.03,7.34,0.75,-0.40,-11.93,-11.15
6.1719,-28.68,-26.69,-14.76,0.09,11.52,12.66,7.40,11.74,8.90,6.96,-10.05,-10.13,-17.05,-23.50
6.1797,-17.53,-9.63,7.57,16.44,14.76,14.82,13.10,7.91,3.53,-10.46,-11.63,-20.96,-20.45,-20.80
6.1875,-4.35,7.07,24.39,25.74,16.85,11.17,5.70,0.37,-11.41,-20.56,-27.30,-31.30,-22.35,-17.89
6.1953,5.88,16.90,27.22,30.49,17.75,8.77,-6.55,-25.19,-30.03,-31.36,-27.19,-25.95,-20.73,-12.27
6.2031,12.26,15.05,21.03,14.17,3.22,-6.36,-12.71,-20.28,-33.93,-31.67,-26.25,-15.94,-14.81,6.44
6.2109,8.92,15.79,13.66,12.45,0.08,-11.77,-17.65,-18.98,-29.52,-20.72,-6.85,-0.85,8.98,12.22
6.2188,15.11,15.78,19.15,7.32,-5.51,-15.41,-13.89,-18.39,-16.82,-13.94,-0.19,11.81,17.12,17.99
6.2266,25.88,28.16,18.99,6.99,-3.54,-12.03,-14.47,-18.15,-11.80,-0.03,5.29,11.07,11.50,8.10
6.2344,31.55,20.84,11.44,-3.61,-15.69,-21.84,-19.10,-15.63,-12.46,3.94,10.66,13.27,7.70,0.90
6.2422,26.36,11.27,-9.05,-23.46,-18.35,-25.10,-19.31,-17.49,-5.30,4.58,11.97,5.98,1.83,-9.24
6.2500,5.14,-13.77,-27.63,-34.29,-23.05,-26.37,-18.68,-5.95,7.27,16.36,17.08,12.78,-0.87,-11.72
6.2578,-15.25,-23.28,-34.10,-36.77,-23.65,-14.91,-10.35,2.88,17.22,17.47,13.90,4.82,-5.74,-15.58
6.2656,-25.82,-26.64,-29.54,-22.34,-14.10,-3.00,6.22,11.29,25.56,20.98,3.93,-4.60,-19.38,-22.47
6.2734,-21.39,-21.24,-14.76,-8.25,-0.39,7.64,7.06,1.79,15.90,0.92,-11.95,-22.14,-32.82,-32.31
6.2813,-4.68,-5.91,-0.20,7.07,-0.67,7.53,4.66,6.58,3.60,-9.28,-25.82,-31.89,-32.04,-24.69
6.2891,-3.44,-8.30,1.83,5.22,0.75,-2.90,-3.14,-5.89,-9.15,-21.29,-33.15,-29.51,-26.34,-9.42
6.2969,-12.13,-9.30,-1.32,2.39,-4.81,-6.10,-1.57,-8.39,-21.53,-26.47,-23.33,-19.41,-13.96,4.56
6.3047,-6.25,-7.29,-3.44,-0.70,-6.93,10.02,-7.43,-11.20,-22.43,-23.39,-26.77,-9.62,0.27,12.28
6.3125,0.03,5.08,5.07,3.20,-2.18,-3.74,-2.55,-7.36,-16.55,-15.96,-9.79,-2.87,8.01,19.67
6.3203,10.17,9.82,13.40,9.06,-2.61,-4.22,-5.01,-9.68,-21.82,-14.27,-4.52,2.55,14.45,20.64
6.3281,17.22,9.85,7.95,-5.27,-12.49,-9.34,-15.91,-14.09,-17.80,-15.63,-4.77,5.79,18.68,19.48
6.3359,14.23,2.23,-8.32,-22.27,-18.09,-16.00,-20.26,-16.91,-10.90,-6.72,4.71,18.53,20.70,23.71
6.3438,-12.17,-22.28,-26.58,-29.80,-18.75,-16.00,-15.69,-7.19,3.75,9.84,19.18,18.79,21.28,17.92
6.3516,-27.91,-24.35,-34.97,-28.99,-17.44,-6.80,-1.80,-0.73,17.96,19.15,19.09,21.06,17.43,10.50
6.3594,-26.76,-35.22,-28.21,-14.56,-4.18,5.64,6.83,6.82,16.03,17.51,16.46,10.51,1.79,-2.59
6.3672,-22.19,-24.50,-12.88,-3.95,5.37,5.10,8.34,12.11,13.55,6.62,4.31,-2.92,-9.11,-15.97
6.3750,-18.45,-14.59,-7.72,1.88,2.79,11.05,3.31,1.80,0.82,-6.38,-6.95,-14.87,-15.07,-10.77
6.3828,-26.42,-17.53,-6.95,1.94,2.91,1.61,-0.98,-5.54,-5.75,-7.98,-16.51,-13.05,-10.36,-18.94
6.3906,-24.53,-12.47,-1.18,4.58,1.01,0.66,0.11,-4.18,-12.59,-11.59,-13.27,-3.63,5.21,8.71
6.3984,-22.93,-3.47,8.12,17.33,4.11,4.33,2.52,-4.05,-8.61,-13.31,-1.48,-0.16,9.61,16.11
6.4063,0.71,14.45,21.87,26.07,12.93,1.90,0.92,-2.92,-12.34,-6.41,-0.58,5.44,10.78,21.12
6.4141,19.65,25.00,30.16,21.48,7.33,-4.24,-8.75,-10.81,-14.44,-11.02,2.15,7.96,13.44,21.24
6.4219,23.05,30.75,21.18,6.29,-7.91,-9.90,-19.56,-18.10,-14.60,-4.45,0.24,14.64,24.66,21.52
6.4297,17.81,10.68,2.04,-8.05,-19.35,-22.48,-22.75,-16.92,-10.22,8.20,20.63,25.10,32.67,28.59
6.4375,6.52,-4.13,-12.58,-26.75,-21.18,-23.63,-13.43,-1.55,10.28,28.08,37.10,39.12,30.08,22.29
6.4453,-0.41,-12.67,-21.91,-26.67,-12.13,-8.29,2.44,8.43,26.23,37.83,35.67,33.41,18.37,4.76
6.4531,-7.32,-11.16,-12.61,-16.67,-7.57,-2.19,12.39,20.63,30.49,32.09,34.37,17.68,6.16,-5.46
6.4609,-0.73,-10.61,-10.16,-8.92,-0.55,3.05,15.37,22.66,27.70,25.27,18.78,-0.04,-7.30,-21.42
6.4688,-11.96,-10.14,-16.65,-6.95,-4.46,5.63,15.24,21.29,22.31,16.24,8.24,-10.97,-17.50,-17.75
6.4766,-17.40,-15.62,-13.55,-12.60,1.86,4.78,15.90,16.91,17.28,8.92,-0.17,-11.44,-17.68,-13.10
6.4844,-24.62,-21.70,-9.76,1.68,4.52,9.98,14.25,16.86,18.28,6.93,-5.33,-7.43,-13.71,-6.22
6.4922,-15.16,-8.00,-0.26,12.23,13.49,16.80,21.41,15.56,7.72,0.44,-8.46,-13.68,-5.71,-0.30
6.5000,-0.66,11.42,17.84,26.67,20.45,21.03,22.09,15.58,4.02,-12.96,-11.57,-11.61,-3.72,1.84
6.5078,34.04,23.95,28.02,26.71,16.18,15.48,13.45,1.25,-14.53,-18.01,-15.49,-7.56,0.30,6.99
6.5156,27.34,21.05,23.50,16.57,4.82,5.15,3.04,-2.07,-16.81,-16.05,-8.58,3.68,11.20,19.09
6.5234,19.94,17.25,7.47,1.95,0.83,-4.12,-3.73,-3.41,-10.54,-5.29,4.32,12.55,26.17,30.44
6.5313,8.35,3.08,-5.25,-7.08,-3.04,0.54,1.95,-0.66,4.81,7.91,17.11,27.25,25.35,26.79
6.5391,7.84,-2.46,-2.31,-7.12,5.37,4.79,10.32,6.71,12.06,21.83,22.32,21.58,21.22,17.93
6.5469,5.81,-0.52,1.51,2.72,5.78,12.78,13.89,11.83,17.06,20.70,18.78,16.32,12.52,-4.47
6.5547,5.86,0.48,-5.81,3.15,5.81,13.51,15.06,12.85,14.98,13.37,10.66,3.47,-2.25,-12.95
6.5625,-2.12,-7.53,-5.78,-5.27,2.78,8.46,10.60,7.18,17.76,9.47,7.91,-4.96,-4.29,-12.61
6.5703,-16.77,-19.69,-15.06,-5.99,7.00,10.28,10.72,8.67,10.33,6.55,5.99,-0.89,-12.86,-15.34
6.5781,-25.96,-17.16,-1.52,9.61,14.09,22.04,15.05,14.98,14.35,7.91,1.25,-8.63,-14.02,-15.75
6.5859,-18.06,-1.94,17.43,27.15,23.10,27.46,20.52,9.15,8.51,-4.45,-7.03,-13.29,-12.20,-10.71
6.5938,6.30,17.85,36.05,36.11,28.57,23.97,10.95,3.99,-9.62,-17.97,-18.73,-15.35,-16.43,-7.77
6.6016,24.09,33.23,41.74,42.21,21.99,8.15,-0.76,-8.81,-21.19,-26.55,-21.80,-20.14,-12.22,-6.34
6.6094,26.76,32.05,34.52,24.86,7.47,5.33,-15.03,-20.90,-23.98,-20.46,-17.01,-6.88,5.94,10.52
6.6172,20.59,27.83,20.95,14.10,3.64,-6.98,-19.21,-15.84,-19.95,-12.77,1.80,11.56,14.01,20.04
6.6250,22.62,19.38,12.42,5.45,-3.63,-9.13,-15.75,-8.18,-5.66,5.18,13.35,18.62,18.78,11.10
6.6328,26.55,22.40,13.97,2.05,-3.53,-11.80,-8.64,-5.53,-0.60,15.61,20.97,22.29,14.90,-0.84
6.6406,29.13,23.20,13.48,-0.16,-5.50,-4.20,-4.71,3.09,7.43,11.75,13.19,14.73,4.65,-8.17
6.6484,25.75,10.06,-0.24,-11.16,-8.09,-13.22,-3.47,1.32,8.77,13.65,12.08,1.48,-6.16,-17.69
6.6563,6.15,-8.05,-13.87,-18.90,-11.36,-12.54,-3.29,-5.58,17.17,11.56,8.03,7.72,-15.55,-21.10
6.6641,-11.74,-16.03,-27.66,-20.66,-12.70,-2.63,0.34,9.69,20.16,15.66,5.32,-6.14,-16.59,-22.01
6.6719,-21.40,-17.42,-19.11,-14.06,-4.01,2.45,14.31,13.66,17.42,10.84,-4.99,-19.24,-26.57,-30.01
6.6797,-10.63,-12.15,-4.84,5.31,10.11,16.25,13.44,16.45,16.63,0.44,-16.51,-31.41,-21.81,-32.03
6.6875,-3.17,9.08,11.04,18.35,14.11,18.13,10.96,5.47,-0.34,-16.14,-31.15,-36.98,-36.54,-25.47
6.6953,9.18,16.24,18.57,22.36,7.36,10.25,-0.58,-2.36,-21.52,-30.30,-25.72,-37.54,-24.48,-17.42
6.7031,8.56,10.03,12.51,11.11,1.76,-2.32,-7.92,-10.43,-24.05,-31.72,-34.75,-27.95,-13.13,4.31
6.7109,5.75,6.56,7.21,2.43,-4.72,-2.08,-6.51,-12.61,-26.06,-20.27,-20.33,-9.35,4.98,14.98
6.7188,12.99,6.60,4.13,5.28,-4.65,-3.44,-10.35,-7.44,-17.75,-15.90,-7.96,2.43,13.38,16.73
6.7266,19.99,15.01,11.72,1.03,-0.75,-5.37,-4.42,-11.10,-12.09,-9.10,-3.65,7.40,11.54,14.30
6.7344,21.76,16.27,5.67,-6.41,-3.25,-12.63,-7.75,-15.35,-12.34,-6.28,9.12,6.05,9.94,5.42
6.7422,11.98,4.22,-8.48,-16.88,-10.69,-17.05,-6.69,-15.30,-7.36,-0.67,-0.11,4.67,7.77,0.40
6.7500,-1.91,-17.35,-26.62,-25.95,-20.00,-12.00,-15.70,-6.44,-2.80,5.31,3.82,10.83,1.98,-0.82
6.7578,-25.51,-31.86,-31.86,-27.81,-13.27,-8.68,-3.83,2.70,12.61,11.13,8.04,3.98,-2.41,-5.99
6.7656,-28.45,-32.98,-25.91,-16.21,0.46,3.51,5.03,5.27,10.93,12.03,1.77,-0.38,-7.69,-12.30
6.7734,-25.04,-22.59,-9.72,4.85,6.79,12.66,11.10,8.15,4.15,-3.71,-6.31,-12.47,-20.63,-24.81
6.7813,-12.17,-8.23,7.38,10.51,9.20,3.64,0.23,-8.40,-5.50,-16.82,-23.57,-28.78,-25.13,-21.23
6.7891,-11.37,-0.57,5.68,12.37,1.30,0.70,-10.43,-15.79,-17.72,-23.80,-28.20,-22.33,-13.57,-11.01
6.7969,-8.70,-2.16,2.63,4.93,0.49,-2.69,-17.16,-17.22,-24.18,-25.59,-17.65,-12.53,-0.32,4.50
6.8047,-10.21,1.08,6.13,4.48,-1.16,-5.70,-13.09,-18.73,-20.51,-22.70,-9.29,-2.57,9.20,20.66
6.8125,7.09,16.09,14.65,11.16,0.18,-10.65,-13.07,-19.69,-21.75,-10.83,-4.85,10.44,15.22,20.23
6.8203,18.18,17.34,21.27,21.98,-4.52,-11.54,-17.38,-18.22,-17.83,-12.30,-0.83,12.28,12.10,18.46
6.8281,25.95,22.98,11.83,-2.26,-12.55,-17.33,-22.11,-21.39,-15.12,-0.17,4.15,18.36,17.60,13.94
6.8359,20.02,11.13,-8.97,-25.97,-26.93,-26.74,-27.37,-18.81,-7.21,7.29,17.83,18.83,19.43,11.62
6.8438,1.87,-12.24,-23.40,-40.76,-27.24,-30.07,-21.11,-10.60,5.35,16.93,23.86,28.09,17.58,7.46
6.8516,-11.87,-24.60,-36.32,-38.29,-24.52,-21.37,-8.63,5.22,22.34,27.66,27.73,18.80,18.49,-4.85
6.8594,-16.84,-22.44,-28.84,-27.89,-10.61,-9.18,7.50,15.21,25.39,28.76,22.49,8.94,-1.15,-16.06
6.8672,-15.65,-19.78,-21.02,4.15,-2.27,6.02,13.28,17.46,23.72,20.79,8.13,-5.01,-17.21,-14.77
6.8750,-13.25,-16.57,-10.50,-6.50,-5.96,7.29,6.75,12.80,12.64,7.14,-6.21,-16.55,-25.24,-23.54
6.8828,-15.09,-13.87,-9.54,-4.94,-0.94,-0.55,6.97,9.62,2.10,-3.85,-10.67,-16.61,-16.88,-10.38
6.8906,-26.28,-19.30,-10.77,-8.58,-2.73,5.80,4.08,7.65,-0.20,-7.12,-17.81,-12.46,-7.82,5.87
6.8984,-15.40,-14.91,-11.72,4.07,2.68,5.61,7.42,5.57,-7.03,-5.52,-15.27,-4.57,1.53,15.32
6.9063,-7.12,3.32,12.75,13.08,7.81,8.85,3.87,4.91,-10.63,-9.10,-8.52,-7.00,9.23,19.85
6.9141,14.75,18.70,19.08,18.12,8.11,1.08,4.48,-5.12,-11.39,-16.10,-7.36,1.03,13.54,17.83
6.9219,16.38,14.21,10.22,8.03,0.37,-3.49,-8.31,-9.46,-12.38,-12.62,-0.49,10.89,21.97,23.79
6.9297,13.57,5.97,-2.18,-10.99,-10.93,-14.81,-11.82,-12.82,-7.87,-1.66,13.93,22.78,32.45,28.51
6.9375,-2.73,-14.44,-20.71,-26.24,-10.05,-10.52,-2.47,2.27,8.62,14.74,20.32,28.93,33.77,28.32
6.9453,-13.82,-20.81,-28.38,-21.08,-6.51,2.14,7.23,13.96,21.72,25.11,32.21,31.51,21.24,15.10
6.9531,-12.19,-17.86,-15.23,-11.98,5.09,10.99,12.71,13.27,21.67,24.68,26.75,16.01,11.24,2.75
6.9609,-12.77,-12.21,-10.78,-4.48,11.10,15.64,11.18,13.71,23.11,15.95,9.96,2.27,0.94,-8.56
6.9688,-15.05,-17.10,-12.76,0.41,9.49,12.97,10.47,9.70,13.78,6.75,5.24,-1.60,-9.17,-12.60
6.9766,-25.24,-18.71,-13.70,3.79,6.15,13.92,12.56,11.00,13.71,5.01,-1.28,-3.70,-9.32,-8.19
6.9844,-32.60,-20.90,-4.91,12.11,10.26,13.03,16.07,11.16,6.10,-0.49,-1.35,-3.52,-0.67,2.61
6.9922,-18.65,-4.19,13.06,20.23,23.92,19.21,12.87,9.69,2.80,-4.83,-7.42,-2.33,-1.96,1.98
7.0000,-1.32,20.30,29.60,35.74,24.42,15.09,12.54,2.47,-3.61,-6.00,-3.96,-6.51,-2.32,7.79
7.0078,18.32,29.78,35.30,39.43,18.77,5.76,2.64,-4.93,-17.72,-16.98,-4.33,-4.16,4.85,10.86
7.0156,28.41,37.88,34.71,21.92,8.89,-2.31,-9.93,-12.00,-17.02,-10.71,3.52,13.09,18.38,22.70
7.0234,22.61,24.71,15.38,3.33,-6.97,-15.26,-12.15,-8.89,-7.48,2.69,14.26,21.10,25.42,24.69
7.0313,14.08,8.15,4.13,-6.89,-11.42,-7.43,-7.76,-0.76,4.71,16.75,31.10,35.68,28.56,23.37
7.0391,16.82,5.37,0.20,-6.08,-6.64,-2.08,0.88,12.12,18.17,29.68,29.69,27.33,20.32,10.00
7.0469,16.37,9.00,-1.73,-3.55,-6.08,-0.11,10.18,14.77,28.37,26.65,24.65,15.84,2.31,-12.02
7.0547,16.93,6.08,-6.04,-7.12,-4.08,-1.88,8.62,14.46,23.18,27.51,17.51,6.26,-10.08,-23.79
7.0625,7.10,-8.65,-11.71,-9.16,-0.26,0.80,5.85,13.14,26.53,23.39,11.59,-2.45,-19.31,-22.49
7.0703,-12.22,-18.48,-15.50,-16.73,1.60,9.82,10.48,20.29,26.50,14.45,3.49,-8.61,-16.04,-20.68
7.0781,-19.36,-15.95,-15.65,-5.78,11.25,17.45,22.98,24.07,25.88,7.22,0.32,-11.49,-22.32,-22.53
7.0859,-16.16,-6.10,7.82,15.88,15.77,22.34,21.87,19.14,13.48,-1.65,-13.62,-24.35,-27.20,-21.74
7.0938,8.32,15.30,19.36,33.09,23.08,25.16,20.52,11.52,-4.17,-13.33,-20.77,-25.12,-26.52,-15.37
7.1016,18.95,28.62,29.55,29.86,18.25,11.96,7.84,1.76,-14.71,-27.03,-31.79,-24.71,-15.04,-8.92
7.1094,19.37,21.56,21.47,17.54,9.95,4.55,-5.02,-4.71,-19.33,-25.03,-20.93,-12.35,-0.38,8.08
7.1172,20.35,15.59,14.18,3.09,5.12,-5.65,-7.34,-8.73,-22.55,-12.55,-5.75,4.67,11.24,20.19
7.1250,4.71,10.20,7.46,4.35,3.14,-2.87,-5.64,-1.73,-12.94,-4.81,2.97,14.16,21.49,16.36
7.1328,19.95,13.40,7.06,-1.36,-0.69,4.41,2.61,1.77,-4.12,4.69,10.18,11.71,12.31,5.82
7.1406,20.56,16.25,8.82,2.22,6.09,1.02,-0.11,3.80,5.02,1.08,8.49,9.98,3.91,-5.39
7.1484,18.53,1.73,-4.27,-3.39,-1.19,-4.99,-3.66,-4.20,6.26,7.02,0.94,-0.88,-4.46,-11.91
7.1563,-0.14,-10.88,-13.01,-15.02,-6.83,-4.50,-3.80,-0.53,6.60,7.60,7.44,2.89,-4.02,-11.47
7.1641,-20.64,-25.57,-18.40,-17.90,-3.52,0.16,7.45,7.24,7.39,5.84,0.65,0.27,-10.76,-15.31
7.1719,-30.62,-20.11,-13.89,-1.21,3.89,8.40,13.76,7.79,13.45,5.10,-4.82,-7.35,-16.67,-17.45
7.1797,-17.41,-5.62,7.69,18.74,16.90,21.16,11.81,4.83,0.15,-6.69,-16.37,-20.50,-20.20,-26.28
7.1875,-4.76,10.40,22.11,30.70,22.98,11.91,5.10,-4.42,-15.80,-25.41,-28.44,-25.88,-30.20,-19.51
7.1953,5.31,16.73,28.26,28.60,11.03,1.16,-7.82,-11.83,-26.21,-27.33,-34.27,-25.61,-17.92,-12.62
7.2031,10.85,22.02,17.99,15.02,6.50,-7.45,-18.55,-19.95,-29.26,-33.10,-21.70,-11.78,-1.76,1.51
7.2109,8.31,14.19,16.82,10.48,1.51,-9.98,-15.94,-22.00,-28.71,-19.97,-13.28,-3.63,7.65,11.95
7.2188,18.71,15.12,15.99,5.22,-4.73,-10.34,-19.69,-18.79,-36.37,-10.62,-0.89,8.76,10.96,13.86
7.2266,24.03,21.87,20.47,3.20,-6.54,-14.56,-17.52,-17.40,-17.89,-0.05,5.94,13.38,13.71,5.94
7.2344,30.64,21.56,14.42,0.27,-13.78,-21.67,-19.39,-13.79,-5.89,2.34,6.79,7.30,8.73,-3.33
7.2422,26.87,0.35,-8.12,-20.93,-23.98,-25.18,-20.10,-13.19,-0.98,5.46,10.11,7.29,4.61,-7.64
7.2500,5.98,-11.13,-27.87,-37.36,-24.85,-25.74,-17.49,-4.32,7.70,12.68,17.46,10.79,2.18,-12.69
